0,1,2,3,4,5,6,7
49.9,0,0.0,0.0,0.0,224.989,2013-05-30 14:05:35,Fans
49.9,0,0.0,0.0,0.0,224.727,2013-05-30 14:06:05,Fans
49.9,0,0.0,0.0,0.0,224.49,2013-05-30 14:06:55,Fans
49.9,0,0.0,0.0,0.0,223.636,2013-05-30 14:07:05,Fans
50.0,0,0.0,0.0,0.0,223.298,2013-05-30 14:07:15,Fans
49.9,0,0.0,0.0,0.0,224.379,2013-05-30 14:07:35,Fans
49.9,0,0.0,0.0,0.0,224.609,2013-05-30 14:07:45,Fans
49.9,0,0.0,0.0,0.0,223.948,2013-05-30 14:08:35,Fans
49.9,0,0.0,0.0,0.0,225.28,2013-05-30 14:10:25,Fans
50.0,3,40.695,3.434,0.181,225.774,2013-05-30 14:14:15,Fans
50.0,3,40.174,3.018,0.179,225.886,2013-05-30 14:14:25,Fans
50.0,3,39.862,2.601,0.177,225.717,2013-05-30 14:14:35,Fans
50.0,3,39.758,2.289,0.176,225.936,2013-05-30 14:14:45,Fans
50.0,3,39.238,1.977,0.175,224.863,2013-05-30 14:14:55,Fans
50.0,0,39.446,1.873,0.175,225.881,2013-05-30 14:15:05,Fans
49.9,0,38.093,0.832,0.169,225.584,2013-05-30 14:17:55,Fans
50.0,0,38.301,0.52,0.168,227.064,2013-05-30 14:19:25,Fans
50.0,0,38.197,0.52,0.168,227.047,2013-05-30 14:19:45,Fans
50.0,0,38.093,0.416,0.167,227.066,2013-05-30 14:20:35,Fans
50.0,0,37.364,0.208,0.166,225.06,2013-05-30 14:21:05,Fans
50.0,0,37.78,0.312,0.167,226.26,2013-05-30 14:21:15,Fans
50.0,0,37.572,0.312,0.166,225.883,2013-05-30 14:21:25,Fans
50.0,0,37.572,0.312,0.166,225.93,2013-05-30 14:21:35,Fans
50.0,0,37.572,0.208,0.166,225.914,2013-05-30 14:21:45,Fans
50.0,0,37.26,0.208,0.166,224.892,2013-05-30 14:21:55,Fans
50.0,0,37.364,0.208,0.166,225.463,2013-05-30 14:22:05,Fans
50.0,0,37.468,0.208,0.166,225.762,2013-05-30 14:22:15,Fans
50.0,0,37.364,0.208,0.166,225.574,2013-05-30 14:22:25,Fans
50.0,0,37.364,0.208,0.166,225.476,2013-05-30 14:22:35,Fans
50.0,0,37.572,0.208,0.166,226.087,2013-05-30 14:22:45,Fans
50.0,0,37.468,0.208,0.166,225.918,2013-05-30 14:22:55,Fans
50.0,0,37.468,0.208,0.166,225.983,2013-05-30 14:23:05,Fans
50.0,0,37.052,0.104,0.165,224.869,2013-05-30 14:23:15,Fans
50.0,0,37.468,0.104,0.166,225.951,2013-05-30 14:23:25,Fans
50.0,0,37.26,0.104,0.165,225.662,2013-05-30 14:23:35,Fans
50.0,0,37.364,0.104,0.166,225.75,2013-05-30 14:23:45,Fans
50.0,0,37.364,0.104,0.166,225.95,2013-05-30 14:23:55,Fans
50.0,0,37.26,0.104,0.165,225.682,2013-05-30 14:24:05,Fans
50.0,0,37.364,0.104,0.165,226.031,2013-05-30 14:24:15,Fans
50.0,0,16.548,-0.416,0.073,225.979,2013-05-30 14:25:15,Fans
50.0,357,35.074,-2.081,0.155,226.62,2013-05-30 14:34:45,Fans
50.0,357,34.658,-2.393,0.154,225.993,2013-05-30 14:34:55,Fans
50.0,357,34.658,-2.706,0.153,226.516,2013-05-30 14:35:05,Fans
50.0,357,34.658,-2.81,0.153,226.82,2013-05-30 14:35:15,Fans
50.0,357,34.45,-3.018,0.153,226.45,2013-05-30 14:35:25,Fans
50.0,357,34.554,-3.122,0.152,227.068,2013-05-30 14:35:35,Fans
50.0,357,34.242,-3.226,0.152,226.306,2013-05-30 14:35:45,Fans
50.0,357,34.138,-3.226,0.151,226.277,2013-05-30 14:35:55,Fans
50.0,357,34.242,-3.33,0.152,226.65,2013-05-30 14:36:05,Fans
50.0,357,34.242,-3.434,0.152,226.734,2013-05-30 14:36:15,Fans
50.0,357,34.242,-3.538,0.152,226.73,2013-05-30 14:36:25,Fans
50.0,357,33.93,-3.538,0.151,225.929,2013-05-30 14:36:35,Fans
50.0,357,34.138,-3.642,0.151,226.941,2013-05-30 14:36:45,Fans
50.0,357,34.034,-3.642,0.151,226.637,2013-05-30 14:36:55,Fans
50.0,357,34.034,-3.746,0.151,226.702,2013-05-30 14:37:05,Fans
50.0,357,34.034,-3.746,0.151,226.81,2013-05-30 14:37:15,Fans
50.0,357,33.721,-3.746,0.15,225.751,2013-05-30 14:37:25,Fans
50.0,357,33.617,-3.746,0.15,225.678,2013-05-30 14:37:35,Fans
50.0,356,33.409,-3.85,0.149,225.217,2013-05-30 14:38:15,Fans
50.0,353,33.409,-3.955,0.149,225.32,2013-05-30 14:39:05,Fans
50.0,353,33.305,-3.955,0.149,225.19,2013-05-30 14:40:05,Fans
50.0,0,42.88,1.457,0.188,227.828,2013-05-30 14:58:45,Fans
50.0,3,38.925,2.081,0.171,227.264,2013-05-30 14:58:55,Fans
50.0,0,38.509,1.665,0.17,226.853,2013-05-30 14:59:05,Fans
50.0,0,38.509,1.457,0.169,227.195,2013-05-30 14:59:15,Fans
50.0,0,38.301,1.248,0.168,227.06,2013-05-30 14:59:25,Fans
50.0,0,38.197,1.04,0.169,226.795,2013-05-30 14:59:35,Fans
50.0,0,38.301,0.832,0.168,227.535,2013-05-30 14:59:45,Fans
50.0,0,38.093,0.832,0.167,227.217,2013-05-30 14:59:55,Fans
50.0,0,38.093,0.832,0.167,227.404,2013-05-30 15:00:05,Fans
50.0,0,37.989,0.624,0.167,227.094,2013-05-30 15:00:15,Fans
50.0,0,37.989,0.52,0.167,227.246,2013-05-30 15:00:25,Fans
50.0,0,37.885,0.416,0.167,226.806,2013-05-30 15:00:35,Fans
50.0,0,37.885,0.416,0.166,227.03,2013-05-30 15:00:45,Fans
50.0,0,37.78,0.416,0.167,226.774,2013-05-30 15:00:55,Fans
50.0,0,37.78,0.312,0.167,226.854,2013-05-30 15:01:05,Fans
50.0,0,37.989,0.208,0.167,227.543,2013-05-30 15:01:15,Fans
50.0,0,37.885,0.208,0.166,227.254,2013-05-30 15:01:25,Fans
50.0,0,37.885,0.208,0.166,227.566,2013-05-30 15:01:35,Fans
50.0,0,37.885,0.208,0.166,227.366,2013-05-30 15:01:45,Fans
50.0,0,37.989,0.104,0.167,227.898,2013-05-30 15:01:55,Fans
50.0,0,37.885,0.104,0.166,227.49,2013-05-30 15:02:05,Fans
50.0,0,37.885,0.104,0.166,227.558,2013-05-30 15:02:15,Fans
50.0,0,37.78,0.104,0.166,227.229,2013-05-30 15:02:25,Fans
50.0,0,37.676,0.104,0.165,227.169,2013-05-30 15:02:35,Fans
50.0,0,37.26,0.0,0.164,226.281,2013-05-30 15:03:55,Fans
50.0,0,0.0,0.0,0.0,225.863,2013-05-30 15:13:05,Fans
50.0,0,0.0,0.0,0.0,226.082,2013-05-30 15:13:15,Fans
50.0,0,0.0,0.0,0.0,225.963,2013-05-30 15:13:25,Fans
50.0,0,0.0,0.0,0.0,226.275,2013-05-30 15:13:35,Fans
50.0,0,0.0,0.0,0.0,226.168,2013-05-30 15:13:45,Fans
50.0,0,0.0,0.0,0.0,226.267,2013-05-30 15:13:55,Fans
50.0,0,0.0,0.0,0.0,226.067,2013-05-30 15:14:05,Fans
50.0,0,0.0,0.0,0.0,226.015,2013-05-30 15:14:15,Fans
50.0,0,0.0,0.0,0.0,226.105,2013-05-30 15:14:25,Fans
50.0,0,0.0,0.0,0.0,225.987,2013-05-30 15:14:35,Fans
50.0,0,0.0,0.0,0.0,226.752,2013-05-30 15:14:45,Fans
50.0,0,0.0,0.0,0.0,226.288,2013-05-30 15:14:55,Fans
50.0,0,0.0,0.0,0.0,226.353,2013-05-30 15:15:05,Fans
50.0,0,0.0,0.0,0.0,226.688,2013-05-30 15:15:15,Fans
50.0,0,0.0,0.0,0.0,227.001,2013-05-30 15:15:25,Fans
50.0,0,0.0,0.0,0.0,226.792,2013-05-30 15:15:35,Fans
50.0,0,0.0,0.0,0.0,226.916,2013-05-30 15:15:45,Fans
50.0,0,0.0,0.0,0.0,226.606,2013-05-30 15:15:55,Fans
50.0,0,0.0,0.0,0.0,226.906,2013-05-30 15:16:05,Fans
50.0,0,0.0,0.0,0.0,226.688,2013-05-30 15:16:15,Fans
50.0,0,0.0,0.0,0.0,226.876,2013-05-30 15:16:25,Fans
50.0,0,0.0,0.0,0.0,227.18,2013-05-30 15:16:35,Fans
50.0,0,0.0,0.0,0.0,228.216,2013-05-30 15:29:14,Fans
50.0,0,0.0,0.0,0.0,228.54,2013-05-30 15:29:24,Fans
50.0,0,0.0,0.0,0.0,228.32,2013-05-30 15:29:34,Fans
50.0,0,0.0,0.0,0.0,228.545,2013-05-30 15:29:44,Fans
50.0,0,0.0,0.0,0.0,228.291,2013-05-30 15:29:54,Fans
50.0,0,0.0,0.0,0.0,228.355,2013-05-30 15:30:04,Fans
50.0,349,31.119,-6.973,0.139,229.715,2013-05-30 15:46:55,Fans
50.0,0,43.609,-0.52,0.191,228.271,2013-05-30 16:01:25,Fans
50.0,3,39.654,2.601,0.174,228.079,2013-05-30 16:01:35,Fans
50.0,3,39.55,2.185,0.173,228.473,2013-05-30 16:01:45,Fans
50.0,0,39.342,1.873,0.172,228.514,2013-05-30 16:01:55,Fans
50.0,0,39.133,1.561,0.171,228.207,2013-05-30 16:02:05,Fans
50.0,0,39.029,1.457,0.171,228.184,2013-05-30 16:02:15,Fans
50.0,0,39.029,1.248,0.171,228.364,2013-05-30 16:02:25,Fans
50.0,0,39.133,1.144,0.17,229.003,2013-05-30 16:02:35,Fans
50.0,0,38.925,0.936,0.17,228.643,2013-05-30 16:02:45,Fans
50.0,0,38.821,0.832,0.17,228.417,2013-05-30 16:02:55,Fans
50.0,0,38.925,0.728,0.17,228.94,2013-05-30 16:03:05,Fans
50.0,0,38.717,0.728,0.169,228.52,2013-05-30 16:03:15,Fans
50.0,0,38.509,0.624,0.169,227.955,2013-05-30 16:03:25,Fans
50.0,0,38.509,0.624,0.168,228.084,2013-05-30 16:03:35,Fans
50.0,0,38.613,0.52,0.169,228.636,2013-05-30 16:03:45,Fans
50.0,0,38.613,0.52,0.169,228.656,2013-05-30 16:03:55,Fans
50.0,0,38.509,0.416,0.168,228.444,2013-05-30 16:04:05,Fans
50.0,0,38.509,0.416,0.168,228.598,2013-05-30 16:04:15,Fans
50.0,0,38.405,0.312,0.168,228.376,2013-05-30 16:04:25,Fans
50.0,0,38.405,0.312,0.168,228.19,2013-05-30 16:04:35,Fans
50.0,0,38.405,0.312,0.168,228.297,2013-05-30 16:04:45,Fans
50.0,0,38.509,0.312,0.168,228.626,2013-05-30 16:04:55,Fans
50.0,0,38.509,0.208,0.168,228.745,2013-05-30 16:05:05,Fans
50.0,0,38.613,0.208,0.168,229.065,2013-05-30 16:05:15,Fans
50.0,0,38.613,0.208,0.168,229.198,2013-05-30 16:05:25,Fans
50.0,0,38.405,0.104,0.168,228.631,2013-05-30 16:05:35,Fans
50.0,0,38.509,0.104,0.168,229.02,2013-05-30 16:05:45,Fans
50.0,0,38.301,0.104,0.167,228.409,2013-05-30 16:05:55,Fans
50.0,0,38.405,0.104,0.168,228.889,2013-05-30 16:06:05,Fans
50.0,0,38.197,0.0,0.167,228.049,2013-05-30 16:06:15,Fans
49.9,0,0.0,0.0,0.0,237.891,2013-05-10 11:01:38,Fans
50.0,58,36.646,56.936,0.287,238.008,2013-05-10 11:21:08,Fans
50.0,58,36.646,56.832,0.287,237.973,2013-05-10 11:21:18,Fans
50.0,58,36.542,56.625,0.286,237.877,2013-05-10 11:21:28,Fans
50.0,58,36.646,56.625,0.286,238.054,2013-05-10 11:21:57,Fans
50.0,58,36.542,56.522,0.285,238.023,2013-05-10 11:22:07,Fans
50.0,0,0.0,0.0,0.0,238.312,2013-05-10 11:41:48,Fans
50.0,57,24.327,37.06,0.209,238.262,2013-05-10 11:41:58,Fans
50.0,57,27.846,41.511,0.211,238.29,2013-05-10 11:42:08,Fans
50.0,57,27.95,41.511,0.211,238.402,2013-05-10 11:42:18,Fans
50.0,57,27.846,41.304,0.21,238.34,2013-05-10 11:42:28,Fans
50.0,57,27.846,41.201,0.21,238.308,2013-05-10 11:42:38,Fans
50.0,56,27.846,41.201,0.21,238.351,2013-05-10 11:42:48,Fans
50.0,56,27.846,41.201,0.209,238.352,2013-05-10 11:42:58,Fans
50.0,56,27.743,41.097,0.209,238.267,2013-05-10 11:43:08,Fans
50.0,56,27.743,41.097,0.209,238.333,2013-05-10 11:43:18,Fans
50.0,56,27.846,41.201,0.209,238.619,2013-05-10 11:43:28,Fans
50.0,57,27.846,41.304,0.209,238.952,2013-05-10 11:43:38,Fans
50.0,56,27.743,40.994,0.209,238.741,2013-05-10 11:43:48,Fans
50.0,56,27.846,41.097,0.209,238.711,2013-05-10 11:43:58,Fans
50.0,56,27.846,41.097,0.209,238.887,2013-05-10 11:44:08,Fans
50.0,56,27.743,40.994,0.208,238.778,2013-05-10 11:44:18,Fans
50.0,56,27.743,40.994,0.208,238.762,2013-05-10 11:44:28,Fans
50.0,56,27.743,40.994,0.208,238.883,2013-05-10 11:44:38,Fans
50.0,56,27.743,40.89,0.208,238.761,2013-05-10 11:44:48,Fans
50.0,56,27.743,40.89,0.208,238.853,2013-05-10 11:44:58,Fans
50.0,56,27.846,40.994,0.208,238.968,2013-05-10 11:45:08,Fans
50.0,56,27.743,40.787,0.208,238.672,2013-05-10 11:45:18,Fans
50.0,56,27.743,40.89,0.208,238.825,2013-05-10 11:45:28,Fans
50.0,56,27.743,40.89,0.208,238.837,2013-05-10 11:45:38,Fans
49.9,0,0.0,0.0,0.0,239.471,2013-05-10 12:01:27,Fans
49.9,0,0.0,0.0,0.0,239.368,2013-05-10 12:01:57,Fans
50.0,58,36.956,57.557,0.29,238.14,2013-05-10 12:26:07,Fans
50.0,58,36.542,57.039,0.287,238.337,2013-05-10 12:26:17,Fans
50.0,58,36.439,56.936,0.286,238.318,2013-05-10 12:26:27,Fans
50.0,58,36.439,56.832,0.285,238.362,2013-05-10 12:26:37,Fans
50.0,58,36.542,56.936,0.286,238.637,2013-05-10 12:26:47,Fans
50.0,58,36.439,56.729,0.285,238.566,2013-05-10 12:26:57,Fans
50.0,58,36.439,56.729,0.285,238.684,2013-05-10 12:27:07,Fans
50.0,58,36.439,56.625,0.285,238.643,2013-05-10 12:27:17,Fans
50.0,58,36.542,56.625,0.285,238.763,2013-05-10 12:27:27,Fans
50.0,58,36.439,56.522,0.284,238.752,2013-05-10 12:27:37,Fans
50.0,58,36.439,56.418,0.284,238.736,2013-05-10 12:27:47,Fans
50.0,58,36.439,56.418,0.284,238.742,2013-05-10 12:27:57,Fans
50.0,58,36.439,56.315,0.283,238.769,2013-05-10 12:28:07,Fans
50.0,58,36.335,56.211,0.283,238.688,2013-05-10 12:28:17,Fans
49.9,0,0.0,0.0,0.0,238.086,2013-05-10 12:31:06,Fans
50.1,57,36.439,55.486,0.28,239.202,2013-05-10 12:47:57,Fans
50.1,0,0.0,0.0,0.0,239.136,2013-05-10 12:48:57,Fans
50.0,56,27.329,39.855,0.203,238.596,2013-05-10 12:53:57,Fans
50.0,56,27.329,39.855,0.203,238.734,2013-05-10 12:54:07,Fans
50.0,354,19.668,-2.898,0.132,227.657,2013-06-24 11:26:37,Fans
50.0,355,49.379,-5.279,0.218,227.658,2013-06-24 11:26:57,Fans
50.0,2,59.834,2.07,0.264,226.755,2013-06-24 11:27:07,Fans
50.0,0,56.004,1.242,0.249,224.986,2013-06-24 11:27:17,Fans
50.0,0,53.209,1.035,0.236,225.074,2013-06-24 11:27:27,Fans
50.0,0,53.209,0.931,0.235,226.492,2013-06-24 11:27:37,Fans
50.0,0,53.313,0.828,0.234,227.573,2013-06-24 11:27:47,Fans
50.0,0,53.002,0.621,0.233,227.521,2013-06-24 11:27:57,Fans
50.0,0,52.898,0.517,0.232,227.925,2013-06-24 11:28:07,Fans
50.0,0,50.0,-0.621,0.221,225.837,2013-06-24 11:32:07,Fans
50.0,0,49.689,-0.621,0.22,225.325,2013-06-24 11:32:17,Fans
50.0,0,49.793,-0.621,0.22,225.718,2013-06-24 11:32:27,Fans
50.0,0,50.414,-0.724,0.222,227.068,2013-06-24 11:32:37,Fans
50.0,0,50.31,-0.724,0.221,226.844,2013-06-24 11:32:47,Fans
50.0,0,50.103,-0.724,0.221,226.638,2013-06-24 11:32:57,Fans
50.0,0,50.103,-0.724,0.221,226.929,2013-06-24 11:33:07,Fans
50.0,0,50.0,-0.724,0.22,226.439,2013-06-24 11:33:17,Fans
50.0,0,50.0,-0.724,0.22,226.811,2013-06-24 11:33:27,Fans
50.0,0,44.824,-0.621,0.208,226.672,2013-06-24 11:33:37,Fans
50.0,0,0.0,0.0,0.0,227.762,2013-06-24 11:35:27,Fans
50.0,0,0.0,0.0,0.0,227.835,2013-06-24 11:35:37,Fans
50.0,348,39.648,-9.523,0.179,227.578,2013-06-24 11:35:47,Fans
50.0,348,39.234,-9.73,0.178,227.62,2013-06-24 11:35:57,Fans
50.0,347,38.923,-9.834,0.177,227.405,2013-06-24 11:36:07,Fans
50.0,347,38.509,-9.937,0.176,227.258,2013-06-24 11:36:17,Fans
50.0,347,38.302,-10.041,0.175,227.136,2013-06-24 11:36:27,Fans
50.0,347,38.199,-10.144,0.174,227.221,2013-06-24 11:36:37,Fans
50.0,347,37.577,-10.144,0.173,225.575,2013-06-24 11:36:47,Fans
50.0,347,37.474,-10.248,0.173,225.609,2013-06-24 11:36:57,Fans
50.0,347,37.37,-10.248,0.172,225.357,2013-06-24 11:37:07,Fans
50.0,0,0.0,0.0,0.0,225.432,2013-06-24 11:48:46,Fans
50.0,0,0.0,0.0,0.0,224.592,2013-06-24 11:48:56,Fans
50.0,0,0.0,0.0,0.0,224.713,2013-06-24 11:49:06,Fans
50.0,0,0.0,0.0,0.0,224.724,2013-06-24 11:49:16,Fans
50.0,0,0.0,0.0,0.0,226.834,2013-06-24 11:49:26,Fans
50.0,0,0.0,0.0,0.0,226.749,2013-06-24 11:49:36,Fans
50.0,0,0.0,0.0,0.0,226.568,2013-06-24 11:49:46,Fans
50.0,0,0.0,0.0,0.0,226.278,2013-06-24 11:49:56,Fans
50.0,0,0.0,0.0,0.0,225.734,2013-06-24 11:50:06,Fans
50.0,0,0.0,0.0,0.0,225.902,2013-06-24 11:50:16,Fans
50.0,0,0.0,0.0,0.0,226.293,2013-06-24 11:50:26,Fans
50.0,0,0.0,0.0,0.0,226.09,2013-06-24 11:50:36,Fans
50.0,0,0.0,0.0,0.0,225.892,2013-06-24 11:50:46,Fans
50.0,0,0.0,0.0,0.0,225.918,2013-06-24 11:50:56,Fans
50.0,0,0.0,0.0,0.0,226.186,2013-06-24 11:51:05,Fans
50.0,0,0.0,0.0,0.0,224.998,2013-06-24 11:51:15,Fans
50.0,0,0.0,0.0,0.0,224.557,2013-06-24 11:51:25,Fans
50.0,0,0.0,0.0,0.0,224.361,2013-06-24 11:51:35,Fans
50.0,0,0.0,0.0,0.0,224.65,2013-06-24 11:51:45,Fans
50.0,0,0.0,0.0,0.0,225.484,2013-06-24 11:51:55,Fans
50.0,0,0.0,0.0,0.0,225.979,2013-06-24 11:52:05,Fans
50.0,0,0.0,0.0,0.0,225.126,2013-06-24 11:52:15,Fans
50.0,0,0.0,0.0,0.0,225.723,2013-06-24 11:52:25,Fans
50.0,0,0.0,0.0,0.0,225.829,2013-06-24 11:52:35,Fans
50.0,0,0.0,0.0,0.0,226.155,2013-06-24 11:52:45,Fans
50.0,0,0.0,0.0,0.0,225.841,2013-06-24 11:52:55,Fans
50.0,0,0.0,0.0,0.0,226.365,2013-06-24 11:53:05,Fans
50.0,0,0.0,0.0,0.0,227.03,2013-06-24 11:53:15,Fans
50.0,0,0.0,0.0,0.0,227.195,2013-06-24 11:53:25,Fans
50.0,0,0.0,0.0,0.0,226.492,2013-06-24 11:53:36,Fans
50.1,0,0.0,0.0,0.0,225.925,2013-06-24 11:53:46,Fans
50.0,0,0.0,0.0,0.0,225.674,2013-06-24 11:53:56,Fans
50.1,0,55.176,-0.621,0.244,225.889,2013-06-24 11:54:06,Fans
50.0,0,48.965,0.31,0.217,225.948,2013-06-24 11:54:16,Fans
50.0,0,49.275,0.0,0.217,227.073,2013-06-24 11:54:26,Fans
50.1,0,49.275,-0.207,0.217,226.958,2013-06-24 11:54:36,Fans
50.0,0,49.172,-0.31,0.216,227.089,2013-06-24 11:54:46,Fans
50.0,0,48.654,-0.517,0.215,226.195,2013-06-24 11:54:56,Fans
50.1,0,49.068,-1.759,0.216,226.732,2013-06-24 11:58:06,Fans
50.1,0,49.172,-1.656,0.216,227.462,2013-06-24 11:58:16,Fans
50.1,0,48.758,-1.552,0.215,226.77,2013-06-24 11:58:27,Fans
50.1,0,48.447,-1.656,0.214,225.964,2013-06-24 11:59:26,Fans
50.1,0,48.758,-1.656,0.215,226.865,2013-06-24 11:59:37,Fans
50.1,0,48.965,-1.759,0.216,226.885,2013-06-24 11:59:47,Fans
50.1,0,49.172,-1.656,0.216,227.644,2013-06-24 12:00:07,Fans
50.1,0,49.068,-1.656,0.215,227.962,2013-06-24 12:05:57,Fans
50.1,0,49.068,-1.656,0.215,228.248,2013-06-24 12:06:16,Fans
50.1,0,49.068,-1.656,0.215,228.099,2013-06-24 12:06:26,Fans
50.1,0,49.068,-1.552,0.215,228.308,2013-06-24 12:06:46,Fans
50.0,0,49.586,-1.863,0.217,228.84,2013-06-24 12:08:37,Fans
50.0,0,49.482,-1.759,0.216,228.83,2013-06-24 12:08:47,Fans
50.0,0,49.586,-1.759,0.216,228.983,2013-06-24 12:08:57,Fans
50.0,0,49.482,-1.759,0.216,228.855,2013-06-24 12:09:07,Fans
50.0,0,49.275,-1.759,0.215,228.335,2013-06-24 12:09:17,Fans
50.0,0,49.172,-1.656,0.215,228.335,2013-06-24 12:10:07,Fans
50.0,0,49.172,-1.656,0.215,228.485,2013-06-24 12:10:17,Fans
50.0,0,49.275,-1.759,0.215,228.42,2013-06-24 12:10:27,Fans
50.0,0,49.172,-1.656,0.215,228.534,2013-06-24 12:10:37,Fans
50.1,0,48.551,-1.656,0.214,226.813,2013-06-24 12:12:57,Fans
50.1,0,0.0,0.0,0.0,226.855,2013-06-24 12:13:07,Fans
50.1,344,36.128,-10.973,0.167,226.777,2013-06-24 12:22:37,Fans
50.0,347,38.716,-9.006,0.176,226.504,2013-06-24 13:25:58,Fans
50.0,347,38.82,-9.213,0.176,227.295,2013-06-24 13:26:08,Fans
50.0,347,38.613,-9.316,0.175,227.306,2013-06-24 13:26:18,Fans
50.0,347,38.406,-9.42,0.175,226.878,2013-06-24 13:26:28,Fans
50.0,347,38.509,-9.627,0.175,227.304,2013-06-24 13:26:38,Fans
50.0,347,38.406,-9.73,0.175,227.335,2013-06-24 13:26:48,Fans
50.0,347,38.302,-9.834,0.174,227.62,2013-06-24 13:26:58,Fans
50.0,347,38.199,-9.834,0.174,227.687,2013-06-24 13:27:08,Fans
50.0,347,37.991,-9.937,0.173,227.479,2013-06-24 13:27:18,Fans
50.0,347,37.991,-9.937,0.173,227.388,2013-06-24 13:27:28,Fans
50.0,347,37.991,-10.041,0.173,227.617,2013-06-24 13:27:38,Fans
50.0,347,37.784,-10.041,0.172,226.989,2013-06-24 13:27:48,Fans
50.0,347,37.577,-10.041,0.172,226.556,2013-06-24 13:27:58,Fans
50.0,347,37.681,-10.144,0.172,227.158,2013-06-24 13:28:08,Fans
50.0,347,37.681,-10.248,0.172,227.326,2013-06-24 13:28:18,Fans
50.0,347,37.163,-10.248,0.171,226.619,2013-06-24 13:28:48,Fans
50.0,343,34.989,-11.283,0.164,224.78,2013-06-24 13:42:18,Fans
50.0,0,0.0,0.0,0.0,224.795,2013-06-24 13:47:08,Fans
50.0,0,0.0,0.0,0.0,224.297,2013-06-24 13:47:18,Fans
50.0,0,0.0,0.0,0.0,225.342,2013-06-24 13:47:28,Fans
50.0,0,0.0,0.0,0.0,225.508,2013-06-24 13:47:38,Fans
50.0,0,0.0,0.0,0.0,225.146,2013-06-24 13:47:48,Fans
50.0,0,0.0,0.0,0.0,225.271,2013-06-24 13:47:58,Fans
50.0,0,0.0,0.0,0.0,225.011,2013-06-24 13:48:08,Fans
50.0,0,0.0,0.0,0.0,224.842,2013-06-24 13:48:18,Fans
50.0,0,0.0,0.0,0.0,224.724,2013-06-24 13:48:28,Fans
50.0,0,0.0,0.0,0.0,224.3,2013-06-24 13:48:38,Fans
50.0,0,0.0,0.0,0.0,224.433,2013-06-24 13:48:48,Fans
50.0,0,0.0,0.0,0.0,224.771,2013-06-24 13:48:58,Fans
50.0,0,0.0,0.0,0.0,223.131,2013-06-24 14:14:18,Fans
50.0,0,0.0,0.0,0.0,223.028,2013-06-24 14:14:28,Fans
50.0,0,53.934,0.207,0.239,225.768,2013-06-24 14:19:38,Fans
50.0,0,49.793,0.828,0.22,225.776,2013-06-24 14:19:48,Fans
50.0,0,49.586,0.517,0.219,225.892,2013-06-24 14:19:58,Fans
50.0,0,49.275,0.31,0.218,225.494,2013-06-24 14:20:08,Fans
50.0,0,49.275,-0.103,0.218,225.733,2013-06-24 14:20:28,Fans
50.0,0,49.172,-0.207,0.218,225.526,2013-06-24 14:20:38,Fans
50.0,0,48.758,-0.414,0.217,224.799,2013-06-24 14:20:48,Fans
50.0,0,49.172,-0.517,0.218,225.728,2013-06-24 14:20:58,Fans
50.0,0,49.172,-0.621,0.217,225.638,2013-06-24 14:21:08,Fans
50.0,0,49.172,-0.724,0.218,225.718,2013-06-24 14:21:18,Fans
50.0,0,49.172,-0.828,0.218,225.603,2013-06-24 14:21:28,Fans
50.0,0,48.965,-0.828,0.217,225.619,2013-06-24 14:21:38,Fans
50.1,0,48.758,-0.828,0.216,225.552,2013-06-24 14:21:48,Fans
50.0,0,48.654,-0.828,0.215,225.486,2013-06-24 14:21:58,Fans
50.0,0,48.447,-0.828,0.215,225.246,2013-06-24 14:22:08,Fans
50.0,0,48.758,-1.035,0.216,225.361,2013-06-24 14:22:18,Fans
50.0,0,48.551,-1.035,0.215,225.268,2013-06-24 14:22:28,Fans
50.0,0,48.654,-1.138,0.216,225.187,2013-06-24 14:22:38,Fans
50.0,344,35.714,-10.662,0.166,225.225,2013-06-24 14:22:48,Fans
50.0,344,36.025,-10.766,0.167,225.285,2013-06-24 14:22:58,Fans
50.0,344,36.025,-10.766,0.167,225.158,2013-06-24 14:23:08,Fans
50.0,344,36.025,-10.766,0.167,225.215,2013-06-24 14:23:18,Fans
50.0,344,36.025,-10.766,0.167,225.445,2013-06-24 14:23:28,Fans
50.0,344,35.921,-10.766,0.167,225.192,2013-06-24 14:23:38,Fans
50.0,344,35.921,-10.766,0.167,225.256,2013-06-24 14:23:48,Fans
50.0,344,35.921,-10.766,0.167,225.311,2013-06-24 14:23:58,Fans
50.0,344,35.921,-10.869,0.167,225.171,2013-06-24 14:24:08,Fans
50.0,344,35.818,-10.766,0.167,225.074,2013-06-24 14:24:18,Fans
50.0,344,35.818,-10.766,0.167,225.115,2013-06-24 14:24:28,Fans
50.0,336,23.499,-11.387,0.116,224.267,2001-01-01 01:30:29,Fans
50.0,336,23.499,-11.387,0.116,224.206,2001-01-01 01:30:39,Fans
50.0,336,23.085,-11.387,0.114,224.307,2001-01-01 01:30:49,Fans
50.0,336,24.223,-11.697,0.119,225.324,2001-01-01 01:33:39,Fans
50.0,333,22.463,-11.594,0.112,225.136,2001-01-01 01:33:49,Fans
50.0,336,24.43,-11.697,0.12,225.104,2001-01-01 01:33:59,Fans
50.0,336,24.12,-11.697,0.119,225.193,2001-01-01 01:34:09,Fans
50.0,336,22.878,-11.697,0.114,225.191,2001-01-01 01:34:19,Fans
