freq,phAngle,power,reacPower,rmsCur,rmsVolt,time,equipment
50.0,273,0.724,-12.318,0.054,224.867,2013-06-25 15:22:18,Coffee_machines
50.0,274,0.724,-12.318,0.056,225.272,2013-06-25 15:22:29,Coffee_machines
50.0,273,0.724,-12.422,0.055,225.602,2013-06-25 15:22:39,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.774,2013-06-25 15:22:48,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.202,2013-06-25 15:22:58,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.884,2013-06-25 15:23:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.812,2013-06-25 15:23:19,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.661,2013-06-25 15:23:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.764,2013-06-25 15:23:39,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.998,2013-06-25 15:23:49,Coffee_machines
50.0,273,0.724,-12.422,0.056,225.984,2013-06-25 15:23:59,Coffee_machines
50.0,273,0.724,-12.422,0.055,226.321,2013-06-25 15:24:09,Coffee_machines
50.0,273,0.724,-12.422,0.055,226.188,2013-06-25 15:24:19,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.263,2013-06-25 15:24:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.355,2013-06-25 15:24:39,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.14,2013-06-25 15:24:49,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.217,2013-06-25 15:24:59,Coffee_machines
50.0,273,0.724,-12.318,0.055,225.289,2013-06-25 15:25:09,Coffee_machines
50.0,273,0.724,-12.422,0.055,225.579,2013-06-25 15:25:19,Coffee_machines
50.0,274,0.724,-12.318,0.055,225.238,2013-06-25 15:25:29,Coffee_machines
50.0,273,0.724,-12.422,0.055,225.803,2013-06-25 15:25:39,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.26,2013-06-25 15:25:49,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.012,2013-06-25 15:25:59,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.091,2013-06-25 15:26:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.056,2013-06-25 15:26:19,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.634,2013-06-25 15:26:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.993,2013-06-25 15:26:39,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.675,2013-06-25 15:26:49,Coffee_machines
50.0,273,0.724,-12.318,0.055,224.87,2013-06-25 15:26:59,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.066,2013-06-25 15:27:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.839,2013-06-25 15:27:19,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.266,2013-06-25 15:27:29,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.194,2013-06-25 15:27:39,Coffee_machines
50.1,273,0.724,-12.215,0.054,224.174,2013-06-25 15:27:49,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.415,2013-06-25 15:27:59,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.451,2013-06-25 15:28:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.55,2013-06-25 15:28:19,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.181,2013-06-25 15:28:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.656,2013-06-25 15:28:39,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.789,2013-06-25 15:28:49,Coffee_machines
50.0,273,0.724,-12.215,0.055,224.592,2013-06-25 15:28:59,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.12,2013-06-25 15:29:09,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.407,2013-06-25 15:29:19,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.581,2013-06-25 15:29:29,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.19,2013-06-25 15:29:39,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.433,2013-06-25 15:29:49,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.39,2013-06-25 15:29:59,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.754,2013-06-25 15:30:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.663,2013-06-25 15:30:19,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.581,2013-06-25 15:30:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.727,2013-06-25 15:30:39,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.955,2013-06-25 15:30:49,Coffee_machines
50.0,273,0.724,-12.215,0.055,224.476,2013-06-25 15:30:59,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.282,2013-06-25 15:31:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.868,2013-06-25 15:31:19,Coffee_machines
50.0,273,0.724,-11.904,0.053,220.942,2013-06-25 15:31:29,Coffee_machines
50.0,279,1.966,-12.318,0.178,222.209,2013-06-25 15:31:39,Coffee_machines
50.0,273,0.724,-11.904,0.054,221.389,2013-06-25 15:31:49,Coffee_machines
50.0,273,0.724,-11.904,0.053,221.297,2013-06-25 15:31:59,Coffee_machines
50.0,273,0.724,-12.111,0.054,222.864,2013-06-25 15:32:09,Coffee_machines
50.0,273,0.724,-12.008,0.054,221.977,2013-06-25 15:32:19,Coffee_machines
50.0,273,0.724,-12.008,0.054,221.863,2013-06-25 15:32:29,Coffee_machines
50.0,273,0.724,-12.111,0.054,223.025,2013-06-25 15:32:39,Coffee_machines
50.0,273,0.724,-12.008,0.054,221.819,2013-06-25 15:32:49,Coffee_machines
50.0,273,0.724,-11.904,0.054,221.805,2013-06-25 15:32:59,Coffee_machines
50.0,273,0.724,-12.111,0.054,223.401,2013-06-25 15:33:09,Coffee_machines
50.0,273,0.724,-11.904,0.053,221.598,2013-06-25 15:33:19,Coffee_machines
50.0,273,0.724,-11.904,0.054,221.751,2013-06-25 15:33:29,Coffee_machines
50.0,273,0.724,-12.422,0.055,225.968,2013-06-25 15:33:39,Coffee_machines
50.0,273,0.724,-12.422,0.055,225.974,2013-06-25 15:33:49,Coffee_machines
50.0,2,1140.07,43.168,5.156,221.355,2013-06-25 15:33:59,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.74,2013-06-25 15:34:09,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.819,2013-06-25 15:34:19,Coffee_machines
50.0,273,0.724,-12.422,0.055,225.989,2013-06-25 15:34:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.416,2013-06-25 15:34:39,Coffee_machines
50.0,355,109.628,-10.559,1.558,225.145,2013-06-25 15:34:49,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.248,2013-06-25 15:34:59,Coffee_machines
50.0,274,0.724,-12.318,0.054,225.483,2013-06-25 15:35:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.268,2013-06-25 15:35:19,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.06,2013-06-25 15:35:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.112,2013-06-25 15:35:39,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.585,2013-06-25 15:35:49,Coffee_machines
50.0,274,0.724,-12.422,0.054,225.699,2013-06-25 15:35:59,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.387,2013-06-25 15:36:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.449,2013-06-25 15:36:19,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.151,2013-06-25 15:36:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.963,2013-06-25 15:36:39,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.611,2013-06-25 15:36:49,Coffee_machines
50.0,274,0.724,-12.215,0.054,224.479,2013-06-25 15:36:59,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.775,2013-06-25 15:37:09,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.226,2013-06-25 15:37:19,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.248,2013-06-25 15:37:29,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.775,2013-06-25 15:37:39,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.312,2013-06-25 15:37:49,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.845,2013-06-25 15:37:59,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.609,2013-06-25 15:38:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.105,2013-06-25 15:38:19,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.542,2013-06-25 15:38:29,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.903,2013-06-25 15:38:39,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.706,2013-06-25 15:38:49,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.377,2013-06-25 15:38:59,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.839,2013-06-25 15:39:09,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.649,2013-06-25 15:39:19,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.596,2013-06-25 15:39:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.229,2013-06-25 15:39:39,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.681,2013-06-25 15:39:49,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.736,2013-06-25 15:39:59,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.96,2013-06-25 15:40:09,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.662,2013-06-25 15:40:19,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.961,2013-06-25 15:40:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.53,2013-06-25 15:40:39,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.942,2013-06-25 15:40:49,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.747,2013-06-25 15:40:59,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.435,2013-06-25 15:41:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.072,2013-06-25 15:41:19,Coffee_machines
50.0,273,0.724,-11.904,0.053,221.43,2013-06-25 15:41:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.466,2013-06-25 15:41:39,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.267,2013-06-25 15:41:49,Coffee_machines
50.0,273,0.724,-11.904,0.053,221.465,2013-06-25 15:41:59,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.804,2013-06-25 15:42:09,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.678,2013-06-25 15:42:19,Coffee_machines
50.0,273,0.724,-11.904,0.053,221.046,2013-06-25 15:42:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.245,2013-06-25 15:42:39,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.824,2013-06-25 15:42:49,Coffee_machines
50.0,273,0.724,-11.904,0.053,221.82,2013-06-25 15:42:59,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.889,2013-06-25 15:43:09,Coffee_machines
50.0,357,218.531,-10.455,2.202,223.832,2013-06-25 15:43:19,Coffee_machines
50.0,273,0.724,-11.801,0.053,220.71,2013-06-25 15:43:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.059,2013-06-25 15:43:39,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.771,2013-06-25 15:43:49,Coffee_machines
50.0,273,0.621,-11.801,0.053,220.878,2013-06-25 15:43:59,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.069,2013-06-25 15:44:09,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.588,2013-06-25 15:44:19,Coffee_machines
50.0,273,0.724,-11.904,0.053,221.107,2013-06-25 15:44:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.305,2013-06-25 15:44:39,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.216,2013-06-25 15:44:49,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.504,2013-06-25 15:44:59,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.568,2013-06-25 15:45:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.292,2013-06-25 15:45:19,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.145,2013-06-25 15:45:29,Coffee_machines
50.0,274,0.724,-12.318,0.054,225.06,2013-06-25 15:45:39,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.048,2013-06-25 15:45:49,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.27,2013-06-25 15:45:59,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.539,2013-06-25 15:46:09,Coffee_machines
50.0,274,0.724,-12.318,0.054,225.514,2013-06-25 15:46:19,Coffee_machines
50.0,274,0.724,-12.318,0.054,225.456,2013-06-25 15:46:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.478,2013-06-25 15:46:39,Coffee_machines
50.0,273,0.724,-12.422,0.055,226.191,2013-06-25 15:46:49,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.669,2013-06-25 15:46:59,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.843,2013-06-25 15:47:48,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.919,2013-06-25 15:47:58,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.82,2013-06-25 15:48:08,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.885,2013-06-25 15:48:18,Coffee_machines
50.0,273,0.724,-12.422,0.055,226.175,2013-06-25 15:48:28,Coffee_machines
50.0,273,0.724,-12.422,0.055,226.191,2013-06-25 15:48:38,Coffee_machines
50.0,273,0.724,-12.422,0.054,226.061,2013-06-25 15:48:48,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.827,2013-06-25 15:48:58,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.492,2013-06-25 15:49:08,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.519,2013-06-25 15:49:18,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.992,2013-06-25 15:49:28,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.46,2013-06-25 15:49:38,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.185,2013-06-25 15:49:48,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.378,2013-06-25 15:49:58,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.841,2013-06-25 15:50:08,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.221,2013-06-25 15:50:18,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.625,2013-06-25 15:50:28,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.844,2013-06-25 15:50:38,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.198,2013-06-25 15:50:48,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.158,2013-06-25 15:50:58,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.437,2013-06-25 15:51:08,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.94,2013-06-25 15:51:18,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.412,2013-06-25 15:51:28,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.685,2013-06-25 15:51:38,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.529,2013-06-25 15:51:48,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.718,2013-06-25 15:51:58,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.833,2013-06-25 15:52:08,Coffee_machines
50.0,273,0.724,-12.422,0.054,226.045,2013-06-25 15:52:18,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.544,2013-06-25 15:52:28,Coffee_machines
50.0,273,0.724,-12.422,0.054,226.098,2013-06-25 15:52:38,Coffee_machines
50.0,273,0.724,-12.422,0.055,225.904,2013-06-25 15:52:48,Coffee_machines
50.0,273,0.724,-12.422,0.054,226.053,2013-06-25 15:52:59,Coffee_machines
50.0,273,0.724,-12.422,0.055,226.296,2013-06-25 15:53:08,Coffee_machines
50.0,273,0.724,-12.422,0.055,226.43,2013-06-25 15:53:18,Coffee_machines
50.0,273,0.724,-12.422,0.055,226.366,2013-06-25 15:53:28,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.908,2013-06-25 15:53:38,Coffee_machines
50.0,273,0.724,-12.422,0.054,226.264,2013-06-25 15:53:48,Coffee_machines
50.0,273,0.724,-12.422,0.055,226.173,2013-06-25 15:53:58,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.546,2013-06-25 15:54:08,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.841,2013-06-25 15:54:18,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.546,2013-06-25 15:54:29,Coffee_machines
50.0,273,0.724,-12.422,0.055,225.933,2013-06-25 15:54:39,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.409,2013-06-25 15:54:48,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.693,2013-06-25 15:54:58,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.247,2013-06-25 15:55:08,Coffee_machines
50.0,273,0.724,-12.422,0.055,226.117,2013-06-25 15:55:19,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.438,2013-06-25 15:55:28,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.5,2013-06-25 15:55:38,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.536,2013-06-25 15:55:49,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.771,2013-06-25 15:55:58,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.887,2013-06-25 15:56:08,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.349,2013-06-25 15:56:19,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.071,2013-06-25 15:56:28,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.565,2013-06-25 15:56:38,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.619,2013-06-25 15:56:49,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.876,2013-06-25 15:56:58,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.986,2013-06-25 15:57:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.931,2013-06-25 15:57:18,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.111,2013-06-25 15:57:29,Coffee_machines
50.0,274,0.724,-12.318,0.054,225.383,2013-06-25 15:57:39,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.489,2013-06-25 15:57:48,Coffee_machines
50.1,273,0.724,-12.318,0.054,225.487,2013-06-25 15:57:58,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.105,2013-06-25 15:58:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.874,2013-06-25 15:58:18,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.144,2013-06-25 15:58:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.995,2013-06-25 15:58:38,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.84,2013-06-25 15:58:49,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.311,2013-06-25 15:58:59,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.799,2013-06-25 15:59:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.942,2013-06-25 15:59:18,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.954,2013-06-25 15:59:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.961,2013-06-25 15:59:38,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.362,2013-06-25 15:59:49,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.252,2013-06-25 15:59:59,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.577,2013-06-25 16:00:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.54,2013-06-25 16:00:19,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.436,2013-06-25 16:00:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.316,2013-06-25 16:00:38,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.505,2013-06-25 16:00:49,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.946,2013-06-25 16:00:59,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.398,2013-06-25 16:01:08,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.692,2013-06-25 16:01:18,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.534,2013-06-25 16:01:28,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.177,2013-06-25 16:01:39,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.71,2013-06-25 16:01:48,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.333,2013-06-25 16:01:59,Coffee_machines
50.0,274,0.724,-12.422,0.054,225.704,2013-06-25 16:02:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.219,2013-06-25 16:02:18,Coffee_machines
50.0,273,0.724,-12.422,0.054,225.645,2013-06-25 16:02:29,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.367,2013-06-25 16:02:38,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.407,2013-06-25 16:02:48,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.932,2013-06-25 16:02:58,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.266,2013-06-25 16:03:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.217,2013-06-25 16:03:19,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.921,2013-06-25 16:03:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.974,2013-06-25 16:03:39,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.65,2013-06-25 16:03:49,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.682,2013-06-25 16:03:59,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.809,2013-06-25 16:04:09,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.606,2013-06-25 16:04:19,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.122,2013-06-25 16:04:29,Coffee_machines
50.0,274,0.724,-12.215,0.054,224.01,2013-06-25 16:04:39,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.629,2013-06-25 16:04:49,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.671,2013-06-25 16:04:59,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.39,2013-06-25 16:05:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.77,2013-06-25 16:05:19,Coffee_machines
50.0,273,0.724,-12.111,0.054,223.758,2013-06-25 16:05:29,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.381,2013-06-25 16:05:39,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.51,2013-06-25 16:05:49,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.747,2013-06-25 16:05:59,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.604,2013-06-25 16:06:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.741,2013-06-25 16:06:19,Coffee_machines
50.0,274,0.724,-12.215,0.054,224.566,2013-06-25 16:06:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.211,2013-06-25 16:06:39,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.879,2013-06-25 16:06:49,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.151,2013-06-25 16:06:59,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.785,2013-06-25 16:07:09,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.749,2013-06-25 16:07:19,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.321,2013-06-25 16:07:29,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.765,2013-06-25 16:07:39,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.526,2013-06-25 16:07:49,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.729,2013-06-25 16:07:59,Coffee_machines
50.0,273,0.724,-12.215,0.054,223.92,2013-06-25 16:08:09,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.564,2013-06-25 16:08:19,Coffee_machines
50.0,274,0.724,-12.215,0.054,224.471,2013-06-25 16:08:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.014,2013-06-25 16:08:39,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.682,2013-06-25 16:08:49,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.631,2013-06-25 16:08:59,Coffee_machines
50.0,273,0.724,-12.215,0.054,223.986,2013-06-25 16:09:09,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.559,2013-06-25 16:09:19,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.012,2013-06-25 16:09:29,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.565,2013-06-25 16:09:39,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.127,2013-06-25 16:09:49,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.173,2013-06-25 16:09:59,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.014,2013-06-25 16:10:09,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.33,2013-06-25 16:10:19,Coffee_machines
50.0,274,0.724,-12.215,0.054,223.981,2013-06-25 16:10:29,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.504,2013-06-25 16:10:39,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.185,2013-06-25 16:10:49,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.863,2013-06-25 16:10:59,Coffee_machines
50.0,274,0.724,-12.215,0.054,224.379,2013-06-25 16:11:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,225.021,2013-06-25 16:11:19,Coffee_machines
50.0,274,0.724,-12.215,0.054,224.081,2013-06-25 16:11:29,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.89,2013-06-25 16:11:39,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.82,2013-06-25 16:11:49,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.577,2013-06-25 16:11:59,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.588,2013-06-25 16:12:09,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.865,2013-06-25 16:12:19,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.736,2013-06-25 16:12:28,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.497,2013-06-25 16:12:38,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.417,2013-06-25 16:12:48,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.453,2013-06-25 16:12:58,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.614,2013-06-25 16:13:08,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.848,2013-06-25 16:13:18,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.715,2013-06-25 16:13:28,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.736,2013-06-25 16:13:38,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.938,2013-06-25 16:13:48,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.669,2013-06-25 16:13:58,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.656,2013-06-25 16:14:08,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.437,2013-06-25 16:14:18,Coffee_machines
50.0,273,0.621,-11.801,0.053,220.436,2013-06-25 16:14:28,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.457,2013-06-25 16:14:38,Coffee_machines
50.0,273,0.724,-12.318,0.054,224.754,2013-06-25 16:14:48,Coffee_machines
50.0,273,0.621,-11.801,0.053,220.482,2013-06-25 16:14:58,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.522,2013-06-25 16:15:08,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.582,2013-06-25 16:15:18,Coffee_machines
50.0,274,0.724,-11.801,0.053,220.893,2013-06-25 16:15:28,Coffee_machines
50.0,273,0.724,-12.215,0.054,224.579,2013-06-25 16:15:38,Coffee_machines
