freq,phAngle,power,reacPower,rmsCur,rmsVolt,time,equipment,original_row
50.0,274,0.728,-12.489,0.053,234.234,2012-05-25 13:23:08,Coffee_machines,3436
50.0,274,0.728,-12.697,0.054,235.488,2012-05-25 13:25:18,Coffee_machines,3446
50.0,274,0.728,-12.697,0.054,235.409,2012-05-25 13:25:28,Coffee_machines,3447
50.0,274,0.728,-12.697,0.054,235.353,2012-05-25 13:26:08,Coffee_machines,3451
50.0,274,0.728,-12.697,0.054,235.169,2012-05-25 13:26:58,Coffee_machines,3455
50.0,274,0.728,-12.489,0.053,234.346,2012-05-25 13:28:58,Coffee_machines,3467
50.0,274,0.728,-12.489,0.053,234.236,2012-05-25 13:30:28,Coffee_machines,3475
50.0,273,0.728,-12.593,0.053,234.604,2012-05-25 13:31:58,Coffee_machines,3482
50.0,359,572.959,-10.407,3.545,231.393,2012-05-25 13:32:08,Coffee_machines,3483
50.0,274,0.728,-12.489,0.053,234.41,2012-05-25 13:32:18,Coffee_machines,3484
50.0,274,0.728,-12.697,0.054,235.278,2012-05-25 13:33:18,Coffee_machines,3489
50.0,273,0.728,-12.697,0.054,235.32,2012-05-25 13:33:48,Coffee_machines,3492
50.0,273,0.728,-12.697,0.054,235.314,2012-05-25 13:34:38,Coffee_machines,3497
50.0,273,0.728,-12.593,0.053,235.045,2012-05-25 13:41:08,Coffee_machines,3529
50.0,273,0.728,-12.697,0.054,235.304,2012-05-25 13:44:08,Coffee_machines,3543
50.0,273,0.728,-12.593,0.053,235.263,2012-05-25 13:49:18,Coffee_machines,3567
50.0,273,0.728,-12.593,0.053,235.324,2012-05-25 13:52:49,Coffee_machines,3585
50.0,289,5.099,-13.322,0.06,235.296,2012-05-25 13:54:29,Coffee_machines,3592
50.0,347,43.817,-11.24,0.192,235.106,2012-05-25 13:54:49,Coffee_machines,3594
50.0,280,1.977,-13.009,0.055,235.047,2012-05-25 13:54:59,Coffee_machines,3595
50.0,359,582.326,-10.407,3.574,232.811,2012-05-25 13:58:09,Coffee_machines,3612
50.0,359,582.326,-10.407,3.574,232.782,2012-05-25 13:59:09,Coffee_machines,3617
50.0,274,0.728,-12.801,0.054,237.079,2012-05-25 14:00:29,Coffee_machines,3625
50.0,274,0.728,-12.801,0.054,236.979,2012-05-25 14:00:49,Coffee_machines,3627
50.0,1,1505.305,42.464,6.659,225.812,2012-10-25 14:10:13,Coffee_machines,3635
50.0,1,1372.395,40.903,6.037,226.593,2012-10-25 14:10:33,Coffee_machines,3637
50.0,76,4.475,16.34,0.072,235.994,2012-10-25 14:22:23,Coffee_machines,3700
50.0,76,4.475,16.132,0.071,235.708,2012-10-25 14:22:33,Coffee_machines,3701
50.0,76,5.203,16.86,0.074,236.715,2012-10-25 14:25:13,Coffee_machines,3710
50.0,25,34.866,17.693,0.165,236.358,2012-10-25 14:31:53,Coffee_machines,3736
50.0,3,361.364,18.109,3.061,235.011,2012-10-25 14:40:33,Coffee_machines,3784
50.0,18,187.447,33.617,0.806,236.418,2012-10-25 14:41:33,Coffee_machines,3787
50.0,3,1429.847,74.521,6.238,228.581,2012-10-25 14:41:43,Coffee_machines,3788
50.0,5,131.869,18.422,0.564,235.349,2012-10-25 14:46:32,Coffee_machines,3812
50.0,4,93.359,18.213,0.401,235.597,2012-10-25 14:47:52,Coffee_machines,3820
50.0,3,339.195,16.965,2.964,233.865,2012-10-25 14:51:52,Coffee_machines,3843
50.0,2,389.154,16.652,3.18,234.792,2012-10-25 14:55:12,Coffee_machines,3863
50.0,2,375.415,16.756,3.12,234.93,2012-10-25 14:56:32,Coffee_machines,3871
50.0,2,361.26,16.548,3.063,234.813,2012-10-25 14:57:52,Coffee_machines,3878
50.0,2,360.74,16.34,3.06,234.664,2012-10-25 14:59:12,Coffee_machines,3882
50.0,2,348.042,16.756,3.003,234.923,2012-10-25 15:01:52,Coffee_machines,3897
50.0,2,388.321,16.444,3.177,234.543,2012-10-25 15:09:12,Coffee_machines,3938
50.0,5,159.866,13.946,0.685,234.693,2012-10-25 15:18:57,Coffee_machines,3947
50.0,7,96.69,13.634,0.417,234.278,2012-10-25 15:23:37,Coffee_machines,3972
50.0,12,56.619,13.634,0.248,234.241,2012-10-25 15:25:37,Coffee_machines,3983
50.0,74,4.475,15.403,0.068,234.627,2012-10-25 15:28:37,Coffee_machines,4000
50.0,74,4.475,15.507,0.068,234.693,2012-10-25 15:29:07,Coffee_machines,4003
50.0,76,4.475,15.924,0.07,235.336,2012-10-25 15:30:37,Coffee_machines,4012
50.0,74,4.475,15.507,0.068,234.73,2012-10-25 15:32:57,Coffee_machines,4026
49.9,74,4.475,15.611,0.069,234.849,2012-10-25 15:33:07,Coffee_machines,4027
50.0,74,4.475,15.507,0.068,234.684,2012-10-25 15:33:17,Coffee_machines,4028
50.0,74,4.371,15.403,0.068,234.526,2012-10-25 15:34:37,Coffee_machines,4035
50.0,74,4.371,14.987,0.066,233.913,2012-10-25 15:34:47,Coffee_machines,4036
50.0,74,4.475,15.507,0.068,234.733,2012-10-25 15:34:57,Coffee_machines,4037
50.0,74,4.579,15.716,0.069,234.979,2012-10-25 15:36:27,Coffee_machines,4045
50.0,74,4.475,15.507,0.068,234.6,2012-10-25 15:36:37,Coffee_machines,4046
50.0,76,4.475,15.924,0.07,235.362,2012-10-25 15:36:57,Coffee_machines,4048
50.0,76,4.579,16.028,0.07,235.489,2012-10-25 15:38:27,Coffee_machines,4057
50.0,76,4.475,15.924,0.07,235.436,2012-10-25 15:38:37,Coffee_machines,4058
50.0,76,4.475,16.028,0.07,235.477,2012-10-25 15:38:57,Coffee_machines,4060
50.0,76,4.475,15.924,0.07,235.4,2012-10-25 15:39:07,Coffee_machines,4061
50.0,76,4.579,16.028,0.07,235.529,2012-10-25 15:39:17,Coffee_machines,4062
50.0,76,4.579,16.132,0.071,235.71,2012-10-25 15:39:27,Coffee_machines,4063
50.0,76,4.579,16.028,0.07,235.539,2012-10-25 15:39:47,Coffee_machines,4065
50.0,76,4.475,15.924,0.07,235.358,2012-10-25 15:39:57,Coffee_machines,4066
50.0,76,5.412,15.924,0.071,235.408,2012-10-25 15:41:47,Coffee_machines,4068
50.0,76,4.475,15.82,0.07,235.368,2012-10-25 15:43:47,Coffee_machines,4070
50.0,74,4.475,15.611,0.068,234.877,2012-10-25 15:44:57,Coffee_machines,4074
50.0,74,9.991,15.716,0.079,235.009,2012-10-25 15:45:47,Coffee_machines,4078
50.0,76,4.579,16.028,0.07,235.461,2012-10-25 15:46:17,Coffee_machines,4080
50.0,74,4.371,15.403,0.068,234.714,2012-10-25 15:46:47,Coffee_machines,4083
50.0,1,1175.788,36.011,5.879,227.579,2012-10-25 15:46:57,Coffee_machines,4084
50.0,60,6.557,14.883,0.07,234.722,2012-10-25 15:47:07,Coffee_machines,4085
50.0,3,1400.601,68.588,6.175,226.155,2012-10-25 15:47:37,Coffee_machines,4086
50.0,67,7.181,15.195,0.071,234.954,2012-10-25 15:47:47,Coffee_machines,4087
50.0,3,92.526,26.436,0.413,234.463,2012-10-25 15:47:57,Coffee_machines,4088
50.0,3,1402.786,70.149,6.178,226.405,2012-10-25 15:48:07,Coffee_machines,4089
50.0,3,1396.333,67.86,6.157,225.961,2012-10-25 15:48:17,Coffee_machines,4090
50.0,67,6.661,15.195,0.069,234.659,2012-10-25 15:48:27,Coffee_machines,4091
50.0,76,4.475,15.924,0.07,235.51,2012-10-25 15:49:07,Coffee_machines,4095
50.0,76,4.475,15.924,0.07,235.518,2012-10-25 15:49:27,Coffee_machines,4097
50.0,76,4.579,16.028,0.07,235.546,2012-10-25 15:49:37,Coffee_machines,4098
50.0,76,4.579,16.028,0.07,235.619,2012-10-25 15:50:17,Coffee_machines,4099
50.0,2,370.836,15.82,3.102,233.383,2012-10-25 15:52:07,Coffee_machines,4107
50.0,2,384.366,15.82,3.156,233.326,2012-10-25 15:52:47,Coffee_machines,4111
50.0,2,369.274,15.611,3.096,232.977,2012-10-25 15:54:07,Coffee_machines,4116
50.0,2,369.066,15.507,3.095,232.961,2012-10-25 15:57:27,Coffee_machines,4123
50.0,2,370.315,15.716,3.1,233.368,2012-10-25 15:58:47,Coffee_machines,4130
50.0,2,369.274,15.611,3.096,233.055,2012-10-25 16:00:07,Coffee_machines,4137
50.0,2,385.199,15.82,3.165,233.67,2012-10-25 16:03:27,Coffee_machines,4155
50.0,76,4.579,16.34,0.071,236.121,2012-10-25 16:03:37,Coffee_machines,4156
50.0,74,4.475,15.507,0.068,234.847,2012-10-25 16:07:47,Coffee_machines,4171
50.0,2,382.909,15.403,3.156,232.933,2012-10-25 16:08:07,Coffee_machines,4173
50.0,2,369.587,15.611,3.097,233.158,2012-10-25 16:09:27,Coffee_machines,4180
50.0,2,384.262,15.611,3.161,233.41,2012-10-25 16:12:47,Coffee_machines,4198
50.0,76,4.579,16.028,0.07,235.691,2012-10-25 16:13:07,Coffee_machines,4200
50.0,76,4.579,16.132,0.071,235.784,2012-10-25 16:13:17,Coffee_machines,4201
50.0,76,4.579,16.132,0.071,235.886,2012-10-25 16:13:27,Coffee_machines,4202
50.0,76,4.579,16.132,0.071,235.879,2012-10-25 16:13:37,Coffee_machines,4203
50.0,76,4.579,16.236,0.071,236.011,2012-10-25 16:13:47,Coffee_machines,4204
50.0,76,4.579,16.132,0.071,235.998,2012-10-25 16:13:57,Coffee_machines,4205
50.0,2,371.356,16.028,3.104,233.825,2012-10-25 16:14:07,Coffee_machines,4206
50.0,76,4.579,16.028,0.07,235.679,2012-10-25 16:15:07,Coffee_machines,4207
50.0,76,4.579,16.028,0.07,235.806,2012-10-25 16:15:17,Coffee_machines,4208
50.0,2,370.107,15.716,3.099,233.33,2012-10-25 16:15:27,Coffee_machines,4209
50.0,76,4.475,15.82,0.069,235.496,2012-10-25 16:15:47,Coffee_machines,4210
50.0,74,4.475,15.82,0.069,235.351,2012-10-25 16:15:57,Coffee_machines,4211
50.0,74,4.475,15.82,0.069,235.352,2012-10-25 16:16:07,Coffee_machines,4212
50.0,76,4.475,15.924,0.07,235.57,2012-10-25 16:16:17,Coffee_machines,4213
50.0,76,4.475,15.924,0.07,235.535,2012-10-25 16:16:27,Coffee_machines,4214
50.0,76,4.579,16.028,0.07,235.726,2012-10-25 16:16:37,Coffee_machines,4215
50.0,2,370.107,15.82,3.099,233.383,2012-10-25 16:16:47,Coffee_machines,4216
50.0,76,4.579,16.236,0.071,235.971,2012-10-25 16:17:17,Coffee_machines,4217
50.0,76,4.579,16.132,0.071,235.956,2012-10-25 16:17:27,Coffee_machines,4218
50.0,76,4.579,16.132,0.071,235.885,2012-10-25 16:17:37,Coffee_machines,4219
50.0,0,1171.954,-9.627,5.12,228.945,2013-12-30 18:29:52,Coffee_machines,4358
50.0,0,1164.708,-9.42,5.098,228.542,2013-12-30 18:30:02,Coffee_machines,4359
50.0,1,1173.507,25.776,5.15,228.018,2013-12-30 18:30:42,Coffee_machines,4363
50.0,1,1177.337,25.776,5.158,228.427,2013-12-30 18:30:52,Coffee_machines,4364
50.0,0,1163.362,-9.523,5.092,228.523,2013-12-30 18:31:02,Coffee_machines,4365
50.0,359,472.881,-11.697,3.231,232.299,2013-12-30 18:31:22,Coffee_machines,4367
50.0,307,6.625,-9.627,0.05,234.437,2013-12-30 18:37:12,Coffee_machines,4400
50.0,307,6.521,-9.523,0.05,232.734,2013-12-30 18:37:22,Coffee_machines,4401
50.0,307,6.521,-9.523,0.05,232.642,2013-12-30 18:37:32,Coffee_machines,4402
50.0,307,6.521,-9.627,0.05,234.027,2013-12-30 18:37:42,Coffee_machines,4403
50.0,0,1164.5,-9.523,5.091,228.802,2013-12-30 18:37:52,Coffee_machines,4404
50.0,307,6.521,-9.523,0.05,233.408,2013-12-30 18:38:02,Coffee_machines,4405
50.0,307,6.521,-9.523,0.05,233.105,2013-12-30 18:38:12,Coffee_machines,4406
50.0,307,6.418,-9.523,0.05,232.466,2013-12-30 18:38:22,Coffee_machines,4407
50.0,34,55.693,38.199,0.353,231.557,2013-12-30 18:38:32,Coffee_machines,4408
50.0,37,52.277,39.544,0.292,232.011,2013-12-30 18:38:42,Coffee_machines,4409
50.0,0,1147.627,-9.42,5.055,227.11,2013-12-30 18:38:52,Coffee_machines,4410
50.0,307,6.418,-9.42,0.049,231.755,2013-12-30 18:39:02,Coffee_machines,4411
50.0,0,1001.559,-7.66,4.72,227.786,2013-12-30 18:39:12,Coffee_machines,4412
50.0,307,6.418,-9.42,0.049,232.175,2013-12-30 18:39:22,Coffee_machines,4413
50.0,307,6.314,-9.523,0.049,232.473,2013-12-30 18:39:32,Coffee_machines,4414
50.0,307,6.314,-9.523,0.049,233.115,2013-12-30 18:39:42,Coffee_machines,4415
50.0,307,6.314,-9.523,0.049,232.578,2013-12-30 18:39:52,Coffee_machines,4416
50.0,307,6.314,-9.523,0.049,232.645,2013-12-30 18:40:02,Coffee_machines,4417
50.0,307,6.211,-9.42,0.049,232.365,2013-12-30 18:40:12,Coffee_machines,4418
50.0,307,6.211,-9.42,0.049,232.048,2013-12-30 18:40:22,Coffee_machines,4419
50.0,307,6.211,-9.523,0.049,232.511,2013-12-30 18:40:32,Coffee_machines,4420
50.0,307,6.211,-9.42,0.049,232.201,2013-12-30 18:40:42,Coffee_machines,4421
50.0,307,6.211,-9.42,0.049,231.884,2013-12-30 18:40:52,Coffee_machines,4422
50.0,307,6.107,-9.316,0.049,231.075,2013-12-30 18:41:02,Coffee_machines,4423
50.0,307,6.211,-9.42,0.049,231.431,2013-12-30 18:41:12,Coffee_machines,4424
50.0,307,6.107,-9.523,0.049,232.439,2013-12-30 18:41:22,Coffee_machines,4425
50.0,359,509.941,-11.387,3.358,228.554,2013-12-30 18:43:42,Coffee_machines,4439
50.0,0,924.851,-11.283,4.533,226.996,2013-12-30 18:44:02,Coffee_machines,4441
50.0,20,23.809,9.42,0.196,230.69,2013-12-30 18:54:32,Coffee_machines,4496
50.0,355,111.905,-10.869,1.546,229.022,2013-12-30 18:55:02,Coffee_machines,4498
50.0,297,5.486,-9.213,0.047,229.949,2013-12-30 18:56:12,Coffee_machines,4501
50.0,297,5.486,-9.42,0.047,231.518,2013-12-30 18:56:22,Coffee_machines,4502
50.0,297,5.486,-9.316,0.047,230.904,2013-12-30 18:56:52,Coffee_machines,4505
50.0,297,5.383,-9.213,0.047,229.583,2013-12-30 18:57:03,Coffee_machines,4506
50.0,297,5.486,-9.42,0.047,232.018,2013-12-30 18:57:12,Coffee_machines,4507
50.0,297,5.486,-9.316,0.047,230.797,2013-12-30 18:57:23,Coffee_machines,4508
50.0,297,5.486,-9.42,0.047,231.927,2013-12-30 18:57:42,Coffee_machines,4510
50.0,297,5.383,-9.316,0.047,230.478,2013-12-30 18:57:52,Coffee_machines,4511
50.0,297,5.383,-9.42,0.047,231.671,2013-12-30 18:58:02,Coffee_machines,4512
50.0,297,5.383,-9.316,0.047,230.75,2013-12-30 18:58:12,Coffee_machines,4513
50.0,297,5.383,-9.316,0.047,230.572,2013-12-30 18:58:23,Coffee_machines,4514
50.0,297,5.383,-9.42,0.047,231.735,2013-12-30 18:58:32,Coffee_machines,4515
50.0,297,5.383,-9.213,0.047,229.704,2013-12-30 18:58:42,Coffee_machines,4516
50.0,297,5.383,-9.42,0.047,231.724,2013-12-30 18:59:13,Coffee_machines,4519
50.0,297,5.383,-9.316,0.047,230.787,2013-12-30 18:59:43,Coffee_machines,4522
49.9,297,5.279,-9.109,0.046,228.031,2013-12-30 19:01:16,Coffee_machines,4525
49.9,297,5.279,-9.109,0.046,227.758,2013-12-30 19:01:26,Coffee_machines,4526
49.9,297,5.176,-9.109,0.046,228.635,2013-12-30 19:01:46,Coffee_machines,4527
49.9,297,5.279,-9.316,0.046,230.528,2013-12-30 19:02:16,Coffee_machines,4528
49.9,297,5.176,-9.109,0.046,227.839,2013-12-30 19:02:26,Coffee_machines,4529
49.9,297,5.279,-9.109,0.046,228.601,2013-12-30 19:02:46,Coffee_machines,4531
50.0,297,5.279,-9.316,0.047,231.073,2013-12-30 19:03:16,Coffee_machines,4534
49.9,297,5.279,-9.316,0.046,230.54,2013-12-30 19:03:56,Coffee_machines,4538
50.0,297,5.383,-9.523,0.047,233.187,2013-12-30 19:05:16,Coffee_machines,4546
50.0,297,5.072,-8.902,0.045,226.293,2013-12-30 19:06:06,Coffee_machines,4551
50.0,297,5.072,-8.799,0.045,224.783,2013-12-30 19:06:26,Coffee_machines,4553
50.0,297,5.279,-9.42,0.047,232.009,2013-12-30 19:07:46,Coffee_machines,4561
50.0,297,5.279,-9.42,0.047,232.142,2013-12-30 19:08:36,Coffee_machines,4566
50.0,358,244.101,-10.973,2.311,225.942,2013-12-30 19:08:46,Coffee_machines,4567
50.0,297,5.072,-8.902,0.045,225.899,2013-12-30 19:09:46,Coffee_machines,4573
50.0,297,4.968,-8.902,0.045,226.312,2013-12-30 19:10:16,Coffee_machines,4576
50.0,0,1094.935,-9.109,4.934,222.0,2013-12-30 19:11:46,Coffee_machines,4585
50.0,297,5.279,-9.109,0.047,228.89,2013-12-30 19:11:56,Coffee_machines,4586
50.0,0,1055.079,-10.559,4.843,222.951,2013-12-30 19:12:06,Coffee_machines,4587
50.0,297,5.072,-8.902,0.045,225.716,2013-12-30 19:13:26,Coffee_machines,4591
50.0,297,5.072,-8.902,0.045,226.18,2013-12-30 19:13:36,Coffee_machines,4592
50.0,297,5.072,-9.006,0.045,226.607,2013-12-30 19:13:46,Coffee_machines,4593
50.0,297,5.072,-9.006,0.045,226.572,2013-12-30 19:13:56,Coffee_machines,4594
50.0,297,4.968,-8.799,0.045,224.805,2013-12-30 19:14:06,Coffee_machines,4595
50.0,297,4.968,-9.006,0.045,226.413,2013-12-30 19:14:36,Coffee_machines,4598
50.0,297,4.968,-8.799,0.045,224.912,2013-12-30 19:15:16,Coffee_machines,4602
50.0,297,5.072,-9.006,0.045,227.189,2013-12-30 19:15:26,Coffee_machines,4603
50.0,297,4.968,-9.006,0.045,226.612,2013-12-30 19:16:56,Coffee_machines,4612
50.0,0,737.893,-7.349,4.045,227.248,2013-12-30 19:17:06,Coffee_machines,4613
50.0,297,4.968,-8.902,0.045,225.9,2013-12-30 19:17:36,Coffee_machines,4616
50.0,297,4.968,-8.902,0.045,226.33,2013-12-30 19:17:56,Coffee_machines,4618
50.0,297,4.968,-9.006,0.045,226.662,2013-12-30 19:20:26,Coffee_machines,4624
50.0,297,4.968,-9.006,0.045,226.796,2013-12-30 19:20:36,Coffee_machines,4625
50.0,297,4.968,-9.006,0.045,227.36,2013-12-30 19:21:06,Coffee_machines,4627
50.0,297,5.072,-9.006,0.045,227.326,2013-12-30 19:21:26,Coffee_machines,4629
50.0,297,4.968,-9.109,0.045,227.725,2013-12-30 19:21:46,Coffee_machines,4631
50.0,297,4.968,-9.006,0.045,227.573,2013-12-30 19:23:06,Coffee_machines,4637
50.0,297,4.968,-9.006,0.045,227.179,2013-12-30 19:23:26,Coffee_machines,4638
50.0,297,4.968,-9.109,0.045,228.646,2013-12-30 19:24:06,Coffee_machines,4642
50.0,0,1184.583,-9.627,5.132,230.889,2013-12-30 19:24:45,Coffee_machines,4645
50.0,297,4.968,-9.213,0.045,229.726,2013-12-30 19:26:15,Coffee_machines,4652
50.0,297,5.176,-9.523,0.047,233.781,2013-12-30 19:26:25,Coffee_machines,4653
50.0,357,206.005,-11.594,2.121,233.92,2013-12-30 19:27:15,Coffee_machines,4656
50.0,1,1154.252,25.466,5.1,226.467,2013-12-30 19:29:15,Coffee_machines,4664
50.0,1,1166.881,25.673,5.128,227.679,2013-12-30 19:29:25,Coffee_machines,4665
50.0,297,5.59,-9.42,0.115,232.033,2013-12-30 19:29:45,Coffee_machines,4666
50.0,297,5.072,-9.627,0.047,235.142,2013-12-30 19:30:05,Coffee_machines,4668
50.0,297,5.072,-9.73,0.047,235.376,2013-12-30 19:30:15,Coffee_machines,4669
50.0,297,4.865,-9.213,0.045,229.524,2013-12-30 19:31:25,Coffee_machines,4671
50.0,0,1165.225,-9.523,5.09,229.036,2013-12-30 19:33:07,Coffee_machines,4678
50.0,297,5.072,-9.73,0.047,236.452,2013-12-30 19:34:26,Coffee_machines,4684
50.0,358,204.245,-7.867,2.108,235.412,2013-12-30 19:34:46,Coffee_machines,4685
50.0,297,5.072,-9.937,0.047,239.182,2013-12-30 19:35:36,Coffee_machines,4687
50.0,297,5.072,-9.834,0.047,237.459,2013-12-30 19:36:46,Coffee_machines,4690
50.0,297,5.072,-10.041,0.047,239.333,2013-12-30 19:36:57,Coffee_machines,4691
50.0,297,5.072,-9.834,0.047,236.898,2013-12-30 19:37:17,Coffee_machines,4693
50.0,0,1039.862,-7.764,4.806,229.402,2013-12-30 19:38:36,Coffee_machines,4698
50.0,297,4.968,-9.73,0.046,235.783,2013-12-30 19:40:07,Coffee_machines,4707
50.0,297,4.968,-9.73,0.046,235.765,2013-12-30 19:42:27,Coffee_machines,4720
50.0,297,4.968,-9.523,0.046,233.831,2013-12-30 19:42:37,Coffee_machines,4721
50.0,297,4.968,-9.73,0.046,235.734,2013-12-30 19:43:27,Coffee_machines,4726
50.0,297,4.968,-9.73,0.046,236.098,2013-12-30 19:43:57,Coffee_machines,4729
50.0,297,4.968,-9.73,0.046,235.952,2013-12-30 19:44:47,Coffee_machines,4733
50.0,297,4.968,-9.73,0.046,235.661,2013-12-30 19:44:57,Coffee_machines,4734
50.0,297,4.968,-9.627,0.046,235.241,2013-12-30 19:47:17,Coffee_machines,4744
50.0,297,4.968,-9.73,0.046,235.679,2013-12-30 19:47:27,Coffee_machines,4745
50.0,297,4.968,-9.627,0.046,235.136,2013-12-30 19:48:07,Coffee_machines,4749
50.0,297,4.968,-9.73,0.046,236.185,2013-12-30 19:48:37,Coffee_machines,4752
50.0,297,4.968,-9.73,0.046,236.195,2013-12-30 19:49:17,Coffee_machines,4756
50.0,297,4.968,-9.627,0.046,234.64,2013-12-30 19:50:07,Coffee_machines,4760
50.0,297,4.968,-9.73,0.046,235.578,2013-12-30 19:50:17,Coffee_machines,4761
50.0,297,4.968,-9.73,0.046,235.898,2013-12-30 19:50:27,Coffee_machines,4762
50.0,297,4.968,-9.73,0.046,236.311,2013-12-30 19:51:17,Coffee_machines,4767
50.1,297,5.072,-9.937,0.047,238.393,2013-12-30 19:52:37,Coffee_machines,4774
50.0,297,4.865,-9.523,0.046,233.84,2013-12-30 19:56:27,Coffee_machines,4790
50.0,297,4.968,-9.523,0.046,233.802,2013-12-30 19:56:37,Coffee_machines,4791
50.0,358,152.278,-8.178,1.816,234.796,2013-12-30 19:56:47,Coffee_machines,4792
50.0,297,4.968,-9.627,0.046,235.14,2013-12-30 19:57:07,Coffee_machines,4793
50.0,297,4.968,-9.523,0.046,233.405,2013-12-30 19:57:17,Coffee_machines,4794
50.0,297,4.968,-9.627,0.046,234.351,2013-12-30 19:57:27,Coffee_machines,4795
50.0,297,4.968,-9.73,0.046,236.268,2013-12-30 19:57:47,Coffee_machines,4797
50.0,297,4.968,-9.73,0.046,235.541,2013-12-30 19:57:57,Coffee_machines,4798
50.0,297,4.968,-9.627,0.046,234.841,2013-12-30 19:58:07,Coffee_machines,4799
50.0,297,4.968,-9.627,0.046,234.519,2013-12-30 19:58:17,Coffee_machines,4800
50.0,297,4.968,-9.834,0.047,236.841,2013-12-30 19:58:27,Coffee_machines,4801
50.0,297,5.072,-9.834,0.047,236.888,2013-12-30 19:58:37,Coffee_machines,4802
50.0,297,4.968,-9.627,0.046,234.438,2013-12-30 19:58:47,Coffee_machines,4803
50.0,297,4.968,-9.73,0.046,235.761,2013-12-30 19:58:57,Coffee_machines,4804
50.0,297,5.072,-9.73,0.047,236.164,2013-12-30 19:59:07,Coffee_machines,4805
50.0,297,4.968,-9.73,0.046,236.114,2013-12-30 19:59:37,Coffee_machines,4806
50.0,297,4.968,-9.73,0.046,235.854,2013-12-30 19:59:47,Coffee_machines,4807
50.0,297,5.072,-9.937,0.047,237.844,2013-12-30 19:59:57,Coffee_machines,4808
50.0,297,5.072,-9.937,0.047,238.073,2013-12-30 20:00:07,Coffee_machines,4809
50.0,297,4.968,-9.73,0.046,236.164,2013-12-30 20:00:27,Coffee_machines,4810
49.9,297,4.968,-9.73,0.046,235.608,2013-12-30 20:00:37,Coffee_machines,4811
50.0,0,1113.154,-3.83,4.793,232.284,2012-03-08 14:36:43,Coffee_machines,4843
50.0,2,1158.703,51.139,5.018,231.231,2012-03-08 14:37:35,Coffee_machines,4848
50.0,2,1155.391,52.795,4.994,231.703,2012-03-08 14:37:46,Coffee_machines,4849
50.0,0,827.852,-1.966,4.137,233.331,2012-03-08 14:44:59,Coffee_machines,4877
50.0,0,1111.705,-3.83,4.786,232.353,2012-03-08 15:14:19,Coffee_machines,5036
50.0,4,706.112,51.346,3.86,231.315,2012-03-08 15:21:01,Coffee_machines,5073
50.0,2,1133.134,50.724,4.95,229.241,2012-03-08 15:21:11,Coffee_machines,5074
50.0,359,307.662,-5.072,2.523,232.208,2012-03-08 15:22:46,Coffee_machines,5082
50.0,0,525.78,-1.656,3.297,231.178,2012-03-08 15:25:14,Coffee_machines,5096
50.0,292,1.138,-3.002,0.094,233.293,2012-03-08 15:27:53,Coffee_machines,5111
50.0,0,42.65,-1.656,0.931,232.976,2012-03-08 15:28:46,Coffee_machines,5116
50.0,354,21.739,-2.38,0.664,233.949,2012-03-08 15:35:51,Coffee_machines,5135
50.0,2,1133.03,50.828,4.955,228.997,2012-03-08 15:36:44,Coffee_machines,5140
50.0,2,1134.273,50.31,4.956,229.195,2012-03-08 15:36:55,Coffee_machines,5141
50.0,0,232.299,-3.933,2.191,232.874,2012-03-08 15:37:48,Coffee_machines,5146
50.0,358,140.373,-4.968,1.704,233.534,2012-03-08 15:39:02,Coffee_machines,5153
50.0,285,0.724,-3.002,0.047,234.455,2012-03-08 15:39:55,Coffee_machines,5158
50.1,284,0.724,-3.002,0.013,234.814,2012-03-08 15:40:58,Coffee_machines,5164
50.0,0,251.761,-3.312,2.282,233.725,2012-03-08 15:41:09,Coffee_machines,5165
50.1,283,0.724,-3.002,0.013,234.854,2012-03-08 15:41:51,Coffee_machines,5169
50.1,0,319.567,-1.449,2.569,233.552,2012-03-08 15:42:02,Coffee_machines,5170
50.1,283,0.724,-3.105,0.013,235.132,2012-03-08 15:42:33,Coffee_machines,5171
50.1,284,0.724,-3.002,0.013,234.962,2012-03-08 15:42:44,Coffee_machines,5172
50.1,283,0.724,-3.002,0.013,234.905,2012-03-08 15:42:54,Coffee_machines,5173
50.1,283,0.724,-3.002,0.013,234.962,2012-03-08 15:43:05,Coffee_machines,5174
50.1,283,0.724,-3.002,0.013,234.425,2012-03-08 15:43:47,Coffee_machines,5178
50.1,284,0.724,-3.002,0.013,234.577,2012-03-08 15:44:19,Coffee_machines,5180
50.0,359,178.676,-4.968,1.92,233.935,2012-03-08 15:44:50,Coffee_machines,5183
50.0,315,3.312,-3.002,0.232,234.853,2012-03-08 15:48:11,Coffee_machines,5201
50.0,0,1089.241,-3.83,4.738,229.948,2012-03-08 16:07:24,Coffee_machines,5251
50.0,2,1145.556,51.035,4.991,229.847,2012-03-08 16:08:16,Coffee_machines,5256
50.0,2,1140.38,50.621,4.971,229.739,2012-03-08 16:08:27,Coffee_machines,5257
50.0,0,1090.587,-3.933,4.747,229.805,2012-03-08 16:08:38,Coffee_machines,5258
50.0,315,2.277,-3.002,0.174,233.827,2012-03-08 16:12:00,Coffee_machines,5276
50.0,359,144.721,-4.968,1.73,233.257,2012-03-08 16:12:52,Coffee_machines,5281
50.0,0,73.603,-1.449,1.232,233.982,2012-03-08 16:13:24,Coffee_machines,5284
50.0,0,741.62,-4.037,3.917,231.044,2012-03-08 16:16:03,Coffee_machines,5299
